sku,batch_no,quantity,mfg_date,expiry_date,status,received_date,product_name,supplier,disposed_at,disposed_by,expiry_dt
BB-23601,BN-BB-23601-01,359.0,2026-06-03,2027-03-22,active,2026-06-18,Food Colour - Red,MedLife Wholesale,,,2027-03-22
BB-23606,BN-BB-23606-01,1397.0,2026-06-07,2028-04-08,active,2026-06-16,Shea & Cocoa Butter Body Lotion For Pigmentation & Dry Skin,CareWell Distributors,,,2028-04-08
BB-23611,BN-BB-23611-01,1437.0,2026-06-10,2027-06-16,active,2026-06-15,Peacock Brass Samay Diwali Puja Diya Oil Spll Samai S8,CleanHome Supplies,,,2027-06-16
BB-23632,BN-BB-23632-01,636.0,2026-06-04,,active,2026-06-16,Round Glass Carafe /Coffee/Tea Pot With Strainer,BabyBase Supplies,,,
BB-23640,BN-BB-23640-01,149.0,2026-06-09,2028-04-06,active,2026-06-19,Pure Hands Purifying Tulsi Hand Wash,CareWell Distributors,,,2028-04-06
BB-23651,BN-BB-23651-01,1102.0,2026-06-13,2026-12-06,active,2026-06-17,Bourbon Chocolate Cream Biscuits,SweetSource Regional,,,2026-12-06
BB-23659,BN-BB-23659-01,482.0,2026-06-07,2026-08-30,active,2026-06-17,Fish Fillet - Breaded,BevCorp India,,,2026-07-09
BB-2366,BN-BB-2366-01,200.0,2026-06-04,2026-11-26,active,2026-06-18,Pulp - Totapuri Mango,SweetSource Regional,,,2026-11-26
BB-23660,BN-BB-23660-01,189.0,2026-06-15,2027-02-17,active,2026-06-20,Keto Crackers,BabyBase Supplies,,,2027-02-17
BB-23665,BN-BB-23665-01,97.0,2026-06-11,2026-09-21,active,2026-06-16,Lemon - Organically Grown,FruitKing South,,,2026-07-10
BB-23674,BN-BB-23674-01,445.0,2026-06-03,2027-02-03,active,2026-06-15,Apple Cider Vinegar With Garlic & Honey,CareWell Distributors,,,2027-02-03
BB-23715,BN-BB-23715-01,1840.0,2026-06-11,2027-05-27,active,2026-06-19,Tasty Pro Fitness Conscious Edible Oil,GrainCo Vijayawada,,,2027-05-27
BB-23718,BN-BB-23718-01,5241.0,2026-06-12,2028-04-04,active,2026-06-19,Panty Liners - Soft Classic,CareWell Distributors,,,2028-04-04
BB-23722,BN-BB-23722-01,789.0,2026-06-07,2027-05-27,active,2026-06-15,"Plastic Basket Fruit & Vegetable Colander/Strainer - Small, Blue, Deluxe, 13220 OI",CleanHome Supplies,,,2027-05-27
BB-23757,BN-BB-23757-01,695.0,2026-06-09,2028-04-26,active,2026-06-16,Two Blades Pack,CareWell Distributors,,,2028-04-26
BB-23760,BN-BB-23760-01,305.0,2026-06-04,2027-03-01,active,2026-06-18,Organic - Red Kidney Beans in Water,CleanHome Supplies,,,2027-03-01
BB-23763,BN-BB-23763-01,2098.0,2026-06-07,2028-05-12,active,2026-06-19,Amla Hair Repair Hot Oil Treatment,CareWell Distributors,,,2028-05-12
BB-23782,BN-BB-23782-01,624.0,2026-06-09,2028-05-29,active,2026-06-18,Vitamin C Skin Brightening Gel,CareWell Distributors,,,2028-05-29
BB-23783,BN-BB-23783-01,392.0,2026-06-10,2028-07-26,active,2026-06-19,Blush & Glow Pomegranate Sheet Mask,CareWell Distributors,,,2028-07-26
BB-23791,BN-BB-23791-01,1982.0,2026-06-11,2028-08-06,active,2026-06-16,"Body Wash - Mint & Cucumber, Shower Creme",CareWell Distributors,,,2028-08-06
BB-23804,BN-BB-23804-01,3668.0,2026-06-03,2027-06-29,active,2026-06-15,Dishwashing Liquid - Citrus,CleanHome Supplies,,,2027-06-29
BB-2382,BN-BB-2382-01,654.0,2026-06-09,2026-09-09,active,2026-06-19,Beetroot - Diced,FruitKing South,,,2026-07-10
BB-23826,BN-BB-23826-01,1275.0,2026-06-02,2027-05-30,active,2026-06-15,"Ball Hanging Rice Paper Decorative Lantern - Kandal White, 14 Inch",CleanHome Supplies,,,2027-05-30
BB-23846,BN-BB-23846-01,531.0,2026-06-08,2027-05-28,active,2026-06-15,Organic - Mustard Oil,GrainCo Vijayawada,,,2027-05-28
BB-23852,BN-BB-23852-01,215.0,2026-06-02,2027-02-10,active,2026-06-17,Fig & Orange Conserve,MedLife Wholesale,,,2027-02-10
BB-23855,BN-BB-23855-01,1858.0,2026-06-05,,active,2026-06-18,"Hard Anodised Saucepan With Stainless Steel Lid - L95, 16 Cm",FruitKing South,,,
BB-2386,BN-BB-2386-01,1893.0,2026-06-06,2028-06-18,active,2026-06-20,Nail Filer - No 20,CareWell Distributors,,,2028-06-18
BB-23860,BN-BB-23860-01,178.0,2026-06-05,2027-06-15,active,2026-06-17,Baby Skincare Wipes - Super Saver Pack,BabyBase Supplies,,,2027-06-15
BB-23882,BN-BB-23882-01,1033.0,2026-06-07,2027-02-06,active,2026-06-18,"Hibiscus Tea Syrup, makes 8 - 10 drinks, 100% Natural",DairyBest Krishna,,,2027-02-06
BB-2389,BN-BB-2389-01,374.0,2024-06-20,2026-08-26,active,2024-06-28,Skin Lightening Natural Fruit Bleach,CareWell Distributors,,,2026-08-26
BB-23891,BN-BB-23891-01,350.0,2026-06-09,2026-10-11,active,2026-06-18,Pineapple and Pomegranate Cut,FruitKing South,,,2026-07-10
BB-23907,BN-BB-23907-01,293.0,2026-05-30,2027-02-13,active,2026-06-15,Gin Cocktail Mixers - 100% Natural,CleanHome Supplies,,,2027-02-13
BB-23909,BN-BB-23909-01,719.0,2026-06-08,2027-07-01,active,2026-06-16,Baby Bath - Daily Moisturising,BabyBase Supplies,,,2027-07-01
BB-23932,BN-BB-23932-01,950.0,2026-06-10,2027-02-22,active,2026-06-19,6 Seconds Filter Coffee Decoction,DairyBest Krishna,,,2027-02-22
BB-23946,BN-BB-23946-01,2370.0,2026-06-10,2027-07-09,active,2026-06-19,Oil - Heart,GrainCo Vijayawada,,,2027-07-09
BB-23947,BN-BB-23947-01,1359.0,2026-06-03,2028-06-16,active,2026-06-16,"Ticket Perfume, Champion",CareWell Distributors,,,2028-06-16
BB-23974,BN-BB-23974-01,1861.0,2026-06-08,2028-07-10,active,2026-06-18,Sanitary Pads - Ultra-Dry (With Wings),CareWell Distributors,,,2028-07-10
BB-23976,BN-BB-23976-01,390.0,2026-06-10,2026-12-20,active,2026-06-18,Hakka Noodles - Egg,SweetSource Regional,,,2026-12-20
BB-240,BN-BB-240-01,270.0,2026-06-10,2028-07-13,active,2026-06-18,My Story For Him - Perfumed Deodorant Natural Spray,CareWell Distributors,,,2028-07-13
BB-24058,BN-BB-24058-01,502.0,2026-06-01,2028-06-03,active,2026-06-17,XX1 Cologne - For Men,CareWell Distributors,,,2028-06-03
BB-2408,BN-BB-2408-01,448.0,2026-06-02,2028-08-13,active,2026-06-18,Chic-Issme Set - Eau De Parfum + Deodorant,CareWell Distributors,,,2028-08-13
BB-24080,BN-BB-24080-01,1716.0,2026-06-07,2028-04-10,active,2026-06-17,Romantic Eau De Toilette For Women,CareWell Distributors,,,2028-04-10
BB-24084,BN-BB-24084-01,933.0,2026-06-12,2028-06-22,active,2026-06-19,Regenerist Advanced Anti-Ageing Revitalizing Skin Serum,CareWell Distributors,,,2028-06-22
BB-2411,BN-BB-2411-01,477.0,2026-06-05,2028-04-15,active,2026-06-17,Vatika - Enriched Coconut with Hibiscus Hair Oil,CareWell Distributors,,,2028-04-15
BB-24112,BN-BB-24112-01,529.0,2024-06-12,2026-08-23,active,2024-06-20,Organic Tulsi,CareWell Distributors,,,2026-08-23
BB-24118,BN-BB-24118-01,730.0,2026-06-07,2027-02-05,active,2026-06-20,"Milo Active Go, Imported",FestiveWorld Supplies,,,2027-02-05
BB-24122,BN-BB-24122-01,985.0,2026-06-03,2027-03-20,active,2026-06-16,Olive Oil - Pure,FestiveWorld Supplies,,,2027-03-20
BB-24124,BN-BB-24124-01,2967.0,2026-06-05,2027-05-19,active,2026-06-18,Powder - Rasam,GrainCo Vijayawada,,,2027-05-19
BB-24128,BN-BB-24128-01,1743.0,2026-06-08,2028-08-01,active,2026-06-18,Reviving Oxy Pack,CareWell Distributors,,,2028-08-01
BB-24147,BN-BB-24147-01,511.0,2026-06-09,2027-02-07,active,2026-06-17,Juice - Wellnezz Jamun,BevCorp India,,,2027-02-07
BB-2417,BN-BB-2417-01,1874.0,2026-06-08,2028-05-28,active,2026-06-17,"Natural Vetiver Bath Scrubber, Colour May Vary",CareWell Distributors,,,2028-05-28
BB-24171,BN-BB-24171-01,36.0,2024-06-17,,active,2024-06-24,SS Delite Container No.3,CleanHome Supplies,,,
BB-24194,BN-BB-24194-01,202.0,2026-06-03,2027-06-16,active,2026-06-15,Mixed Herbs,GrainCo Vijayawada,,,2027-06-16
BB-24196,BN-BB-24196-01,2112.0,2026-06-10,,active,2026-06-19,"Non-Stick Flat Dosa Tawa - 260 mm, Aluminium, Assorted Colour",SweetSource Regional,,,
BB-24208,BN-BB-24208-01,5416.0,2026-06-02,2028-06-26,active,2026-06-15,Daily Calamine Talc - Renew,CareWell Distributors,,,2028-06-26
BB-24210,BN-BB-24210-01,789.0,2026-06-02,2027-02-06,active,2026-06-19,Jelly - Guava Jelly,CleanHome Supplies,,,2027-02-06
BB-24212,BN-BB-24212-01,2727.0,2026-06-14,2027-03-01,active,2026-06-20,Durum Wheat Pasta - Fusilli,GrainCo Vijayawada,,,2027-03-01
BB-24228,BN-BB-24228-01,446.0,2026-06-10,,active,2026-06-16,S.S. Insulated Tea Pot/Flask,SweetSource Regional,,,
BB-24233,BN-BB-24233-01,180.0,2026-06-09,2028-06-29,active,2026-06-17,Aloe Cucumber Gel,CareWell Distributors,,,2028-06-29
BB-24241,BN-BB-24241-01,101.0,2025-09-10,2026-10-02,active,2025-09-23,Herbal Tea - Organic Vedic Kadha,BevCorp India,,,2026-10-02
BB-24249,BN-BB-24249-01,660.0,2026-06-05,2028-06-28,active,2026-06-20,Dreamflower Fragrant Talc,CareWell Distributors,,,2028-06-28
BB-24264,BN-BB-24264-01,64.0,2026-06-13,2026-08-25,active,2026-06-18,Milkmaid Sweetened Condensed Milk,DairyBest Krishna,,,2026-08-25
BB-24274,BN-BB-24274-01,3883.0,2026-05-31,2028-07-20,active,2026-06-15,Face Wash - Bio Morning Nectar Flawless Prevents Dark Spots,CareWell Distributors,,,2028-07-20
BB-24288,BN-BB-24288-01,1732.0,2026-06-10,2028-07-18,active,2026-06-20,Naturals Moroccan Argan Hair Oil,CareWell Distributors,,,2028-07-18
BB-24292,BN-BB-24292-01,224.0,2026-06-11,2027-06-11,active,2026-06-16,Masala - Chicken Biryani,GrainCo Vijayawada,,,2027-06-11
BB-24293,BN-BB-24293-01,568.0,2026-06-08,2026-12-15,active,2026-06-15,Choco Deck - Milk Chocolate,SweetSource Regional,,,2026-12-15
BB-24294,BN-BB-24294-01,3969.0,2026-06-11,2028-08-12,active,2026-06-19,Tongue Cleaner - Copper 004,CareWell Distributors,,,2028-08-12
BB-24295,BN-BB-24295-01,2011.0,2026-06-05,2028-03-24,active,2026-06-17,Clear Complexion Brightening Body Lotion,CareWell Distributors,,,2028-03-24
BB-24314,BN-BB-24314-01,1929.0,2026-06-16,2028-07-19,active,2026-06-19,Neem Plus Ras,CareWell Distributors,,,2028-07-19
BB-24319,BN-BB-24319-01,959.0,2026-06-14,2028-05-13,active,2026-06-19,Shaving Foam Lemon,CareWell Distributors,,,2028-05-13
BB-24340,BN-BB-24340-01,98.0,2026-06-04,2026-12-08,active,2026-06-16,Veg Sticks,SweetSource Regional,,,2026-12-08
BB-24343,BN-BB-24343-01,954.0,2026-06-11,2026-10-07,active,2026-06-17,Chicken Seekh Kabab Nawabi,DairyBest Krishna,,,2026-07-09
BB-24357,BN-BB-24357-01,545.0,2026-06-11,2027-03-10,active,2026-06-20,Green Coffee,DairyBest Krishna,,,2027-03-10
BB-2437,BN-BB-2437-01,377.0,2026-06-14,2027-06-29,active,2026-06-20,Brass Ghanti/Bell - No.2,CleanHome Supplies,,,2027-06-29
BB-24397,BN-BB-24397-01,380.0,2026-06-06,2027-02-24,active,2026-06-18,Signature Blend Drip Coffee - 100% Arabica,ChillZone Logistics,,,2027-02-24
BB-24408,BN-BB-24408-01,159.0,2026-06-07,2027-06-12,active,2026-06-15,Organic - Rice Basmati,GrainCo Vijayawada,,,2027-06-12
BB-24420,BN-BB-24420-01,333.0,2026-06-06,2028-07-25,active,2026-06-19,Hair Fall Defense Conditioner,CareWell Distributors,,,2028-07-25
BB-24434,BN-BB-24434-01,906.0,2026-06-09,2027-02-21,active,2026-06-16,Lemon Green Tea - Unbleached & Staple-Free Teabags,CareWell Distributors,,,2027-02-21
BB-24436,BN-BB-24436-01,0.0,2025-06-27,2026-06-16,disposed,2025-07-02,Organic Coriander Whole/Dhania Whole/Coriander Seeds/Kottambari Beeja,GrainCo Vijayawada,2026-06-28 16:08:46,USR002,2026-06-16
BB-24438,BN-BB-24438-01,1557.0,2026-06-10,2027-03-21,active,2026-06-19,Organic Pitta Tea Masala Spice Blend,SweetSource Regional,,,2027-03-21
BB-2445,BN-BB-2445-01,1613.0,2026-06-09,2028-04-06,active,2026-06-19,Aloe Cucumber Gel,CareWell Distributors,,,2028-04-06
BB-24450,BN-BB-24450-01,2364.0,2026-06-05,2028-03-29,active,2026-06-17,Honey & Almonds - Ultimate Nourishing Body Milk Lotion,CareWell Distributors,,,2028-03-29
BB-24484,BN-BB-24484-01,247.0,2026-06-08,2028-07-01,active,2026-06-15,Brahmi Pearls,CareWell Distributors,,,2028-07-01
BB-24502,BN-BB-24502-01,510.0,2026-06-13,2028-04-16,active,2026-06-19,Damsel Essential For Women,CareWell Distributors,,,2028-04-16
BB-24550,BN-BB-24550-01,576.0,2026-06-16,2028-05-09,active,2026-06-20,Ayurvedic Ayush Kwath,CareWell Distributors,,,2028-05-09
BB-24591,BN-BB-24591-01,712.0,2026-06-14,,active,2026-06-19,Regel Tritan Plastic Sports Water Bottle - Red,BabyBase Supplies,,,
BB-24600,BN-BB-24600-01,4494.0,2026-06-07,2028-04-14,active,2026-06-19,Tea Tree Face Wash,CareWell Distributors,,,2028-04-14
BB-24623,BN-BB-24623-01,775.0,2026-06-10,2027-05-29,active,2026-06-17,Masala - Chicken,GrainCo Vijayawada,,,2027-05-29
BB-24647,BN-BB-24647-01,1051.0,2026-06-07,2027-03-27,active,2026-06-15,Pure Stevia Extract,OilTrade AP,,,2027-03-27
BB-24648,BN-BB-24648-01,1341.0,2026-06-06,2026-11-25,active,2026-06-18,Hazelnut Spread,SweetSource Regional,,,2026-11-25
BB-2465,BN-BB-2465-01,1937.0,2026-06-01,,active,2026-06-17,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20248),DairyBest Krishna,,,
BB-24653,BN-BB-24653-01,2650.0,2026-06-08,2028-07-13,active,2026-06-17,Debut Eau De Parfum,CareWell Distributors,,,2028-07-13
BB-24659,BN-BB-24659-01,246.0,2026-06-03,2026-08-23,active,2026-06-18,Choc Chunk Cookies,DairyBest Krishna,,,2026-08-23
BB-24692,BN-BB-24692-01,1841.0,2026-06-08,,active,2026-06-19,Exclusive Scoopable Natural Activated Carbon Cat Litter,OilTrade AP,,,
BB-24699,BN-BB-24699-01,404.0,2026-06-06,2028-05-02,active,2026-06-15,Ayurvedic Karela Powder,CareWell Distributors,,,2028-05-02
BB-24738,BN-BB-24738-01,1484.0,2026-06-09,,active,2026-06-20,Silicone Round Muffin Mould - Assorted Colour,OilTrade AP,,,
BB-24749,BN-BB-24749-01,130.0,2026-06-06,2026-10-15,active,2026-06-17,Buffalo Mince,MedLife Wholesale,,,2026-07-09
BB-24751,BN-BB-24751-01,4395.0,2026-06-07,2028-07-07,active,2026-06-15,Oxy-Infusion Day Cream with SPF 15,CareWell Distributors,,,2028-07-07
BB-24761,BN-BB-24761-01,3242.0,2026-06-05,2027-05-19,active,2026-06-20,Tap Cleaner,CleanHome Supplies,,,2027-05-19
BB-24771,BN-BB-24771-01,206.0,2026-06-01,2027-03-11,active,2026-06-16,Apricot - Pure Belgian Dark Chocolate,CleanHome Supplies,,,2027-03-11
BB-24780,BN-BB-24780-01,589.0,2026-06-06,2028-07-10,active,2026-06-15,Radiance Boost Orange Aroma Mask,CareWell Distributors,,,2028-07-10
BB-24784,BN-BB-24784-01,1385.0,2026-06-13,2027-06-22,active,2026-06-19,Organic Raw Sugar/Sakkare,GrainCo Vijayawada,,,2027-06-22
BB-24786,BN-BB-24786-01,2337.0,2026-06-10,2028-06-02,active,2026-06-15,Deodorant Body Spray - Private Affairs EDT,CareWell Distributors,,,2028-06-02
BB-2479,BN-BB-2479-01,242.0,2026-06-07,2027-02-20,active,2026-06-15,"Walnut - Inshell, California",BakeMaster Artisans,,,2027-02-20
BB-24802,BN-BB-24802-01,467.0,2026-06-11,2027-02-16,active,2026-06-15,Peppermint Tisane - Finest Tea Collection,BevCorp India,,,2027-02-16
BB-24803,BN-BB-24803-01,146.0,2026-06-01,2027-06-14,active,2026-06-15,"Kohinoor Ready Masalas - Amritsari Tandoori Chicken Masala, 15 gm - Pack of 2",GrainCo Vijayawada,,,2027-06-14
BB-24804,BN-BB-24804-01,275.0,2025-06-19,2026-10-02,active,2025-06-29,Masala - Pav Bhaji,GrainCo Vijayawada,,,2026-10-02
BB-24813,BN-BB-24813-01,186.0,2026-06-09,2027-03-23,active,2026-06-19,Almond Flour,GrainCo Vijayawada,,,2027-03-23
BB-24822,BN-BB-24822-01,36.0,2026-06-11,2026-09-22,active,2026-06-15,"Fish - Katla, Head",OilTrade AP,,,2026-07-09
BB-24823,BN-BB-24823-01,430.0,2026-06-11,,active,2026-06-19,Stainless Steel Refreshment Flora Storage Containers - Canister Set,BabyBase Supplies,,,
BB-24824,BN-BB-24824-01,0.0,2025-09-18,2026-06-23,disposed,2025-09-22,100 % Pure Honey - Lemon,FruitKing South,2026-06-28 16:09:05,USR002,2026-06-23
BB-24832,BN-BB-24832-01,1716.0,2026-06-05,,active,2026-06-17,Calcium Syrup for Dogs & Puppies,CleanHome Supplies,,,
BB-24840,BN-BB-24840-01,1025.0,2026-06-06,2027-03-12,active,2026-06-16,Cold Brew Coffee Packs (Original),MedLife Wholesale,,,2027-03-12
BB-24846,BN-BB-24846-01,466.0,2026-06-15,2028-05-18,active,2026-06-19,Green Tea Collagen Essence Mask,CareWell Distributors,,,2028-05-18
BB-24851,BN-BB-24851-01,314.0,2026-06-08,2028-07-16,active,2026-06-19,"Soap - Geranium, Hand Made",CareWell Distributors,,,2028-07-16
BB-24863,BN-BB-24863-01,261.0,2026-06-11,,active,2026-06-16,Copper Glass Tumbler - Hammered,ChillZone Logistics,,,
BB-24897,BN-BB-24897-01,623.0,2026-06-06,2027-05-12,active,2026-06-19,Naturals Mosquito spray,CleanHome Supplies,,,2027-05-12
BB-2491,BN-BB-2491-01,318.0,2026-06-12,2028-07-04,active,2026-06-19,Hand Sanitizer Gel,CareWell Distributors,,,2028-07-04
BB-24915,BN-BB-24915-01,212.0,2026-06-05,2027-06-11,active,2026-06-18,"Twist Gel - Car Air Freshener, Petal Crush Pink",CleanHome Supplies,,,2027-06-11
BB-24941,BN-BB-24941-01,26.0,2025-09-12,2026-10-02,active,2025-09-22,Jasmine Blossom Loose Green Tea,CleanHome Supplies,,,2026-10-02
BB-24955,BN-BB-24955-01,1884.0,2026-06-08,,active,2026-06-16,Stainless Steel Easy Chopping Knife With Yellow Handle,FruitKing South,,,
BB-24957,BN-BB-24957-01,51.0,2025-09-12,2026-10-02,active,2025-09-22,From The Roots - Moringa Honey,BakeMaster Artisans,,,2026-10-02
BB-24958,BN-BB-24958-01,1017.0,2026-06-03,2027-03-05,active,2026-06-17,Jelly Crystal - Mango,PaperEdge Stationery,,,2027-03-05
BB-24964,BN-BB-24964-01,162.0,2026-06-11,2028-04-02,active,2026-06-19,Panty Liners - Mini Classic,CareWell Distributors,,,2028-04-02
BB-2498,BN-BB-2498-01,2125.0,2026-06-10,2026-10-12,active,2026-06-15,Fried Strips - Chicken,GrainCo Vijayawada,,,2026-07-09
BB-2499,BN-BB-2499-01,498.0,2026-06-05,2028-07-03,active,2026-06-19,Antiseptic- Disinfectant Liquid 550 ml + Clinical Strength Hand Sanitizer 500 ml,CareWell Distributors,,,2028-07-03
BB-24993,BN-BB-24993-01,712.0,2026-06-09,2026-08-17,active,2026-06-20,Guava - Organically Grown,FruitKing South,,,2026-07-10
BB-2500,BN-BB-2500-01,2928.0,2026-06-06,2027-06-06,active,2026-06-15,Air Effects Room Freshener - Anti Tobacco,CleanHome Supplies,,,2027-06-06
BB-25009,BN-BB-25009-01,742.0,2026-06-03,2026-12-18,active,2026-06-15,Kitkat Dessert Delight Tempting Truffle Wafer Coated With Milk Chocolate Tablets,SweetSource Regional,,,2026-12-18
BB-25027,BN-BB-25027-01,98.0,2026-06-08,2027-02-14,active,2026-06-15,"Almond Butter- All Natural 125G+Sweet N Salty, with Crunchy Flax Seeds 125G Jar",BakeMaster Artisans,,,2027-02-14
BB-25041,BN-BB-25041-01,1533.0,2026-06-10,2027-07-13,active,2026-06-17,Cow Ghee/Tuppa - A2 Gir Bilona,GrainCo Vijayawada,,,2027-07-13
BB-25048,BN-BB-25048-01,672.0,2026-06-06,2028-04-22,active,2026-06-17,Maharasnadi Kwath,CareWell Distributors,,,2028-04-22
BB-25067,BN-BB-25067-01,98.0,2026-06-11,2026-08-26,active,2026-06-16,Ginger - Chopped,FruitKing South,,,2026-08-26
BB-25071,BN-BB-25071-01,769.0,2024-06-13,2026-08-24,active,2024-06-25,Shampoo - for Normal Hair,CareWell Distributors,,,2026-08-24
BB-25079,BN-BB-25079-01,596.0,2026-06-10,2027-03-14,active,2026-06-15,Berries & Seeds,DairyBest Krishna,,,2027-03-14
BB-2508,BN-BB-2508-01,1014.0,2026-06-09,2026-12-02,active,2026-06-17,Fruit N Fibre Muesli - Strawberry,SweetSource Regional,,,2026-12-02
BB-25084,BN-BB-25084-01,739.0,2026-06-08,2026-12-11,active,2026-06-16,Farmlite Biscuit - Oats & Almonds,SweetSource Regional,,,2026-12-11
BB-25088,BN-BB-25088-01,1377.0,2026-06-01,2027-07-05,active,2026-06-15,Baby Lotion - Milk & Rice,BabyBase Supplies,,,2027-07-05
BB-2509,BN-BB-2509-01,344.0,2026-06-10,2026-12-05,active,2026-06-17,Payasam Mix - Rice Palada,SweetSource Regional,,,2026-12-05
BB-25092,BN-BB-25092-01,2403.0,2026-06-03,2027-06-13,active,2026-06-15,Silver Aluminium Foil 14 Micron,CleanHome Supplies,,,2027-06-13
BB-25094,BN-BB-25094-01,1362.0,2026-06-06,2027-07-07,active,2026-06-18,"Spray - Premium Air Freshener, Relax",CleanHome Supplies,,,2027-07-07
BB-25096,BN-BB-25096-01,175.0,2026-06-03,2027-03-15,active,2026-06-15,Instant Noodles - Black Pepper Fried,BakeMaster Artisans,,,2027-03-15
BB-25101,BN-BB-25101-01,1618.0,2026-06-10,,active,2026-06-19,Wooden Block Knife Set,OilTrade AP,,,
BB-25116,BN-BB-25116-01,558.0,2026-06-10,,active,2026-06-17,"Glass Water Bottle With Round Base - Transparent, B1367",FruitKing South,,,
BB-25122,BN-BB-25122-01,1986.0,2026-06-02,2028-04-26,active,2026-06-17,Chocolate Rejuvenating Mask,CareWell Distributors,,,2028-04-26
BB-2514,BN-BB-2514-01,261.0,2024-06-14,2026-08-23,active,2024-06-26,Fragrance Body Spray - Cool Blue,CareWell Distributors,,,2026-08-23
BB-25186,BN-BB-25186-01,148.0,2026-06-06,2026-08-26,active,2026-06-17,Catla Fish Large Curry Cut 1kg+Chicken Breast Boneless 500G+Chicken Mince 500G,DairyBest Krishna,,,2026-07-09
BB-25206,BN-BB-25206-01,1638.0,2026-06-08,2027-05-30,active,2026-06-19,Organic Raisins,GrainCo Vijayawada,,,2027-05-30
BB-25236,BN-BB-25236-01,289.0,2026-06-09,,active,2026-06-20,Classic Storage Glass Jar Set - Assorted,CareWell Distributors,,,
BB-25250,BN-BB-25250-01,1191.0,2026-06-06,2027-03-19,active,2026-06-17,"Super Moist Cake Mix - Devil's Food, Imported",BevCorp India,,,2027-03-19
BB-2526,BN-BB-2526-01,4092.0,2026-06-06,,active,2026-06-18,Spiral VS Medium Plate Set,SweetSource Regional,,,
BB-25287,BN-BB-25287-01,865.0,2026-06-10,,active,2026-06-18,Chai/Tea Cup Bonechina & Saucer - White With Blue & Orange Floral Print Border,GrainCo Vijayawada,,,
BB-25300,BN-BB-25300-01,77.0,2026-06-05,2027-03-26,active,2026-06-19,Pasta - Le Elichi Tricolore,FreshFarm Veg Market,,,2027-03-26
BB-2531,BN-BB-2531-01,173.0,2026-06-08,2026-08-22,active,2026-06-20,Danish Butter Cookies,DairyBest Krishna,,,2026-08-22
BB-25347,BN-BB-25347-01,364.0,2026-06-05,2028-07-24,active,2026-06-16,Ojas Capsules - Boosts Immunity,CareWell Distributors,,,2028-07-24
BB-2537,BN-BB-2537-01,267.0,2026-06-07,2027-02-28,active,2026-06-15,Chip N Dip - Jalapeno Pita Chips With Sweet Chilli Garlic Dip,MedLife Wholesale,,,2027-02-28
BB-25373,BN-BB-25373-01,1860.0,2026-06-11,2026-08-24,active,2026-06-16,Cream,DairyBest Krishna,,,2026-08-24
BB-25382,BN-BB-25382-01,1483.0,2026-06-07,2028-04-08,active,2026-06-17,Hypnotic Rose Soap Bar,CareWell Distributors,,,2028-04-08
BB-25383,BN-BB-25383-01,51.0,2026-06-01,2026-08-22,active,2026-06-15,Mild Cheddar Block,DairyBest Krishna,,,2026-08-22
BB-25402,BN-BB-25402-01,97.0,2026-06-05,2027-02-18,active,2026-06-19,Organic Pure Cashew Butter - Unsweetened,FestiveWorld Supplies,,,2027-02-18
BB-25408,BN-BB-25408-01,1072.0,2026-06-14,2026-12-18,active,2026-06-20,Honey Crunch Corn Flakes,SweetSource Regional,,,2026-12-18
BB-25435,BN-BB-25435-01,619.0,2026-06-06,2027-06-17,active,2026-06-15,"Spiral Notebook - Single Line, 6 Subjects, 300 Pages",CleanHome Supplies,,,2027-06-17
BB-2545,BN-BB-2545-01,308.0,2026-06-06,2026-08-20,active,2026-06-15,Kool Cafe - Hazelnut,DairyBest Krishna,,,2026-08-20
BB-25455,BN-BB-25455-01,419.0,2026-06-05,2026-07-22,active,2026-06-15,Artisanal Cookies - Seasons Greetings,DairyBest Krishna,,,2026-07-22
BB-25460,BN-BB-25460-01,635.0,2026-06-16,2027-05-25,active,2026-06-20,Microfiber Scrubby Kitchen Wipe,CleanHome Supplies,,,2027-05-25
BB-25466,BN-BB-25466-01,566.0,2026-06-05,2027-02-04,active,2026-06-15,Mix - Chatpata,SeasonProof Gear,,,2027-02-04
BB-25471,BN-BB-25471-01,1372.0,2026-06-06,2027-05-12,active,2026-06-16,Organic - Sunflower Oil,GrainCo Vijayawada,,,2027-05-12
BB-25472,BN-BB-25472-01,85.0,2024-06-06,2026-08-23,active,2024-06-20,Peppa Pig Flashhh Kids Toothbrush With Rinsing Cup - Blue,CareWell Distributors,,,2026-08-23
BB-25477,BN-BB-25477-01,209.0,2026-06-09,2027-06-22,active,2026-06-17,Organic - Toor Daal,GrainCo Vijayawada,,,2027-06-22
BB-25483,BN-BB-25483-01,116.0,2026-04-19,2028-02-21,active,2026-05-03,Hair Protect Serum,CareWell Distributors,,,2028-02-21
BB-2550,BN-BB-2550-01,1368.0,2026-06-01,2027-05-10,active,2026-06-16,Coffee Sprinkles - Silky Hazelnut,GrainCo Vijayawada,,,2027-05-10
BB-25518,BN-BB-25518-01,1752.0,2026-06-10,2028-05-13,active,2026-06-19,Calcium + Vitamin D Gummies For Kids,CareWell Distributors,,,2028-05-13
BB-25526,BN-BB-25526-01,461.0,2026-06-11,2027-07-15,active,2026-06-15,Colour Pencils,CleanHome Supplies,,,2027-07-15
