InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
11148,GR012,Potatoes 1kg,1,2025-04-10 07:08:00,30,3100
11148,GR013,Onions 1kg,2,2025-04-10 07:08:00,35,3100
11148,GR007,Tea Powder 500g,4,2025-04-10 07:08:00,140,3100
11149,GR011,Bananas 1 dozen,1,2025-06-24 17:02:00,50,4336
11149,GR009,Butter 100g,3,2025-06-24 17:02:00,60,4336
11150,GR007,Tea Powder 500g,6,2025-05-14 20:22:00,140,4190
11150,GR003,Eggs Pack (12),6,2025-05-14 20:22:00,90,4190
11151,GR013,Onions 1kg,6,2025-05-03 07:19:00,35,2584
11151,GR001,Milk 1L,8,2025-05-03 07:19:00,60,2584
11151,GR008,Wheat Flour 1kg,7,2025-05-03 07:19:00,55,2584
11151,GR015,Salt 1kg,8,2025-05-03 07:19:00,20,2584
11151,GR002,Bread,6,2025-05-03 07:19:00,40,2584
11151,GR010,Yogurt 200g,8,2025-05-03 07:19:00,25,2584
11152,GR005,Sugar 1kg,8,2025-04-17 18:22:00,50,3788
11152,GR008,Wheat Flour 1kg,4,2025-04-17 18:22:00,55,3788
11152,GR004,Basmati Rice 1kg,4,2025-04-17 18:22:00,120,3788
11153,GR003,Eggs Pack (12),5,2025-05-07 15:02:00,90,4235
11153,GR015,Salt 1kg,3,2025-05-07 15:02:00,20,4235
11153,GR007,Tea Powder 500g,4,2025-05-07 15:02:00,140,4235
11153,GR009,Butter 100g,3,2025-05-07 15:02:00,60,4235
11153,GR008,Wheat Flour 1kg,3,2025-05-07 15:02:00,55,4235
11154,GR013,Onions 1kg,2,2025-01-21 13:13:00,35,4337
11155,GR011,Bananas 1 dozen,2,2025-05-10 15:13:00,50,2583
11155,GR013,Onions 1kg,7,2025-05-10 15:13:00,35,2583
11155,GR009,Butter 100g,4,2025-05-10 15:13:00,60,2583
11155,GR006,Sunflower Oil 1L,3,2025-05-10 15:13:00,160,2583
11155,GR012,Potatoes 1kg,6,2025-05-10 15:13:00,30,2583
11156,GR005,Sugar 1kg,7,2025-01-04 17:21:00,50,2588
11156,GR010,Yogurt 200g,7,2025-01-04 17:21:00,25,2588
11156,GR002,Bread,5,2025-01-04 17:21:00,40,2588
11156,GR013,Onions 1kg,8,2025-01-04 17:21:00,35,2588
11156,GR015,Salt 1kg,4,2025-01-04 17:21:00,20,2588
11156,GR014,Tomatoes 1kg,2,2025-01-04 17:21:00,40,2588
11157,GR013,Onions 1kg,3,2025-01-14 05:37:00,35,2313
11157,GR008,Wheat Flour 1kg,1,2025-01-14 05:37:00,55,2313
11157,GR001,Milk 1L,8,2025-01-14 05:37:00,60,2313
11157,GR006,Sunflower Oil 1L,1,2025-01-14 05:37:00,160,2313
11157,GR003,Eggs Pack (12),2,2025-01-14 05:37:00,90,2313
11158,GR011,Bananas 1 dozen,6,2025-01-24 01:02:00,50,1967
11158,GR012,Potatoes 1kg,8,2025-01-24 01:02:00,30,1967
11158,GR001,Milk 1L,2,2025-01-24 01:02:00,60,1967
11158,GR004,Basmati Rice 1kg,7,2025-01-24 01:02:00,120,1967
11159,GR012,Potatoes 1kg,1,2025-05-18 03:52:00,30,1283
11159,GR001,Milk 1L,8,2025-05-18 03:52:00,60,1283
11159,GR013,Onions 1kg,4,2025-05-18 03:52:00,35,1283
11160,GR012,Potatoes 1kg,5,2025-01-01 22:01:00,30,2340
11160,GR010,Yogurt 200g,5,2025-01-01 22:01:00,25,2340
11161,GR010,Yogurt 200g,4,2025-03-04 23:32:00,25,3513
11162,GR009,Butter 100g,6,2025-02-07 03:12:00,60,3056
11162,GR008,Wheat Flour 1kg,1,2025-02-07 03:12:00,55,3056
11162,GR011,Bananas 1 dozen,1,2025-02-07 03:12:00,50,3056
11162,GR003,Eggs Pack (12),3,2025-02-07 03:12:00,90,3056
11163,GR004,Basmati Rice 1kg,1,2025-03-11 08:23:00,120,2376
11163,GR005,Sugar 1kg,3,2025-03-11 08:23:00,50,2376
11164,GR004,Basmati Rice 1kg,3,2025-04-27 02:44:00,120,3742
11164,GR005,Sugar 1kg,2,2025-04-27 02:44:00,50,3742
11164,GR001,Milk 1L,3,2025-04-27 02:44:00,60,3742
11165,GR002,Bread,6,2025-03-05 18:24:00,40,1544
11165,GR009,Butter 100g,1,2025-03-05 18:24:00,60,1544
11165,GR011,Bananas 1 dozen,1,2025-03-05 18:24:00,50,1544
11166,GR013,Onions 1kg,4,2025-03-18 14:59:00,35,4717
11166,GR006,Sunflower Oil 1L,2,2025-03-18 14:59:00,160,4717
11166,GR010,Yogurt 200g,5,2025-03-18 14:59:00,25,4717
11166,GR011,Bananas 1 dozen,4,2025-03-18 14:59:00,50,4717
11167,GR008,Wheat Flour 1kg,2,2025-04-27 06:16:00,55,3968
11168,GR005,Sugar 1kg,8,2025-03-13 21:46:00,50,1436
11168,GR009,Butter 100g,4,2025-03-13 21:46:00,60,1436
11168,GR002,Bread,6,2025-03-13 21:46:00,40,1436
11169,GR014,Tomatoes 1kg,7,2025-01-15 16:43:00,40,4523
11169,GR015,Salt 1kg,2,2025-01-15 16:43:00,20,4523
11169,GR003,Eggs Pack (12),4,2025-01-15 16:43:00,90,4523
11169,GR009,Butter 100g,3,2025-01-15 16:43:00,60,4523
11169,GR006,Sunflower Oil 1L,8,2025-01-15 16:43:00,160,4523
11169,GR004,Basmati Rice 1kg,7,2025-01-15 16:43:00,120,4523
11170,GR002,Bread,4,2025-06-18 10:22:00,40,2914
11170,GR001,Milk 1L,3,2025-06-18 10:22:00,60,2914
11170,GR008,Wheat Flour 1kg,3,2025-06-18 10:22:00,55,2914
11170,GR009,Butter 100g,4,2025-06-18 10:22:00,60,2914
11170,GR012,Potatoes 1kg,7,2025-06-18 10:22:00,30,2914
11171,GR008,Wheat Flour 1kg,8,2025-04-04 05:34:00,55,2109
11171,GR011,Bananas 1 dozen,2,2025-04-04 05:34:00,50,2109
11171,GR005,Sugar 1kg,3,2025-04-04 05:34:00,50,2109
11172,GR013,Onions 1kg,1,2025-01-25 00:26:00,35,2156
11172,GR003,Eggs Pack (12),4,2025-01-25 00:26:00,90,2156
11172,GR009,Butter 100g,3,2025-01-25 00:26:00,60,2156
11173,GR013,Onions 1kg,3,2025-02-08 21:29:00,35,4337
11173,GR015,Salt 1kg,7,2025-02-08 21:29:00,20,4337
11174,GR010,Yogurt 200g,5,2025-01-11 06:13:00,25,4178
11174,GR013,Onions 1kg,4,2025-01-11 06:13:00,35,4178
11175,GR001,Milk 1L,3,2025-05-04 11:11:00,60,3264
11176,GR001,Milk 1L,7,2025-05-06 18:01:00,60,2156
11176,GR009,Butter 100g,1,2025-05-06 18:01:00,60,2156
11176,GR006,Sunflower Oil 1L,3,2025-05-06 18:01:00,160,2156
11176,GR004,Basmati Rice 1kg,1,2025-05-06 18:01:00,120,2156
11176,GR005,Sugar 1kg,5,2025-05-06 18:01:00,50,2156
11177,GR002,Bread,8,2025-03-31 05:52:00,40,1035
11177,GR015,Salt 1kg,4,2025-03-31 05:52:00,20,1035
11177,GR011,Bananas 1 dozen,5,2025-03-31 05:52:00,50,1035
11177,GR010,Yogurt 200g,7,2025-03-31 05:52:00,25,1035
11177,GR003,Eggs Pack (12),1,2025-03-31 05:52:00,90,1035
11177,GR012,Potatoes 1kg,5,2025-03-31 05:52:00,30,1035
11178,GR003,Eggs Pack (12),3,2025-04-26 06:29:00,90,1787
11178,GR006,Sunflower Oil 1L,1,2025-04-26 06:29:00,160,1787
11178,GR004,Basmati Rice 1kg,3,2025-04-26 06:29:00,120,1787
11179,GR005,Sugar 1kg,8,2025-07-01 01:57:00,50,2450
11179,GR014,Tomatoes 1kg,4,2025-07-01 01:57:00,40,2450
11179,GR006,Sunflower Oil 1L,6,2025-07-01 01:57:00,160,2450
11180,GR013,Onions 1kg,7,2025-07-02 10:38:00,35,3788
11180,GR012,Potatoes 1kg,2,2025-07-02 10:38:00,30,3788
11180,GR002,Bread,1,2025-07-02 10:38:00,40,3788
11181,GR006,Sunflower Oil 1L,3,2025-02-06 02:32:00,160,4851
11181,GR001,Milk 1L,7,2025-02-06 02:32:00,60,4851
11181,GR010,Yogurt 200g,8,2025-02-06 02:32:00,25,4851
11181,GR003,Eggs Pack (12),6,2025-02-06 02:32:00,90,4851
11182,GR014,Tomatoes 1kg,1,2025-03-14 10:42:00,40,2291
11182,GR004,Basmati Rice 1kg,2,2025-03-14 10:42:00,120,2291
11182,GR008,Wheat Flour 1kg,6,2025-03-14 10:42:00,55,2291
11183,GR003,Eggs Pack (12),6,2025-06-29 16:28:00,90,4385
11183,GR012,Potatoes 1kg,2,2025-06-29 16:28:00,30,4385
11184,GR001,Milk 1L,2,2025-06-22 04:50:00,60,3468
11184,GR013,Onions 1kg,7,2025-06-22 04:50:00,35,3468
11184,GR007,Tea Powder 500g,7,2025-06-22 04:50:00,140,3468
11184,GR002,Bread,4,2025-06-22 04:50:00,40,3468
11184,GR010,Yogurt 200g,8,2025-06-22 04:50:00,25,3468
11184,GR004,Basmati Rice 1kg,6,2025-06-22 04:50:00,120,3468
11185,GR009,Butter 100g,4,2025-02-28 17:57:00,60,4523
11185,GR010,Yogurt 200g,7,2025-02-28 17:57:00,25,4523
11185,GR012,Potatoes 1kg,5,2025-02-28 17:57:00,30,4523
11186,GR013,Onions 1kg,4,2025-03-13 17:30:00,35,4372
11186,GR006,Sunflower Oil 1L,6,2025-03-13 17:30:00,160,4372
11187,GR014,Tomatoes 1kg,1,2025-04-22 03:06:00,40,2811
11188,GR012,Potatoes 1kg,8,2025-06-29 23:04:00,30,1035
11188,GR001,Milk 1L,2,2025-06-29 23:04:00,60,1035
11189,GR007,Tea Powder 500g,2,2025-04-17 14:59:00,140,4345
11189,GR015,Salt 1kg,8,2025-04-17 14:59:00,20,4345
11190,GR015,Salt 1kg,6,2025-03-05 09:31:00,20,2156
11190,GR008,Wheat Flour 1kg,3,2025-03-05 09:31:00,55,2156
11190,GR003,Eggs Pack (12),6,2025-03-05 09:31:00,90,2156
11190,GR011,Bananas 1 dozen,4,2025-03-05 09:31:00,50,2156
11191,GR012,Potatoes 1kg,3,2025-06-15 15:13:00,30,1856
11192,GR006,Sunflower Oil 1L,5,2025-01-21 19:23:00,160,3050
11192,GR010,Yogurt 200g,4,2025-01-21 19:23:00,25,3050
11193,GR010,Yogurt 200g,2,2025-03-27 12:20:00,25,1332
11193,GR008,Wheat Flour 1kg,2,2025-03-27 12:20:00,55,1332
11193,GR001,Milk 1L,5,2025-03-27 12:20:00,60,1332
11193,GR006,Sunflower Oil 1L,3,2025-03-27 12:20:00,160,1332
11193,GR011,Bananas 1 dozen,7,2025-03-27 12:20:00,50,1332
11193,GR005,Sugar 1kg,1,2025-03-27 12:20:00,50,1332
11194,GR013,Onions 1kg,2,2025-01-20 19:19:00,35,4723
11194,GR001,Milk 1L,5,2025-01-20 19:19:00,60,4723
11194,GR011,Bananas 1 dozen,3,2025-01-20 19:19:00,50,4723
11194,GR003,Eggs Pack (12),8,2025-01-20 19:19:00,90,4723
11194,GR007,Tea Powder 500g,2,2025-01-20 19:19:00,140,4723
11195,GR009,Butter 100g,8,2025-06-11 13:06:00,60,1364
11195,GR010,Yogurt 200g,7,2025-06-11 13:06:00,25,1364
11195,GR007,Tea Powder 500g,4,2025-06-11 13:06:00,140,1364
11195,GR006,Sunflower Oil 1L,2,2025-06-11 13:06:00,160,1364
11195,GR011,Bananas 1 dozen,5,2025-06-11 13:06:00,50,1364
11196,GR003,Eggs Pack (12),2,2025-01-01 09:51:00,90,2583
11196,GR004,Basmati Rice 1kg,3,2025-01-01 09:51:00,120,2583
11196,GR008,Wheat Flour 1kg,2,2025-01-01 09:51:00,55,2583
11197,GR006,Sunflower Oil 1L,5,2025-01-04 01:19:00,160,1662
11197,GR007,Tea Powder 500g,1,2025-01-04 01:19:00,140,1662
11197,GR012,Potatoes 1kg,1,2025-01-04 01:19:00,30,1662
11197,GR015,Salt 1kg,6,2025-01-04 01:19:00,20,1662
11197,GR014,Tomatoes 1kg,1,2025-01-04 01:19:00,40,1662
11198,GR014,Tomatoes 1kg,8,2025-05-05 16:02:00,40,3315
11199,GR003,Eggs Pack (12),7,2025-02-02 22:25:00,90,4851
11199,GR011,Bananas 1 dozen,1,2025-02-02 22:25:00,50,4851
11199,GR001,Milk 1L,8,2025-02-02 22:25:00,60,4851
11200,GR013,Onions 1kg,4,2025-05-20 17:10:00,35,3274
11200,GR005,Sugar 1kg,5,2025-05-20 17:10:00,50,3274
11200,GR011,Bananas 1 dozen,3,2025-05-20 17:10:00,50,3274
11200,GR007,Tea Powder 500g,2,2025-05-20 17:10:00,140,3274
11200,GR014,Tomatoes 1kg,1,2025-05-20 17:10:00,40,3274
11200,GR010,Yogurt 200g,3,2025-05-20 17:10:00,25,3274
11201,GR014,Tomatoes 1kg,4,2025-01-15 13:12:00,40,1420
11201,GR013,Onions 1kg,7,2025-01-15 13:12:00,35,1420
11201,GR010,Yogurt 200g,4,2025-01-15 13:12:00,25,1420
11202,GR008,Wheat Flour 1kg,6,2025-04-16 09:35:00,55,4443
11202,GR005,Sugar 1kg,7,2025-04-16 09:35:00,50,4443
11203,GR001,Milk 1L,8,2025-05-10 00:44:00,60,2156
11204,GR010,Yogurt 200g,6,2025-02-12 01:29:00,25,4657
11205,GR012,Potatoes 1kg,5,2025-02-14 15:40:00,30,4420
11205,GR013,Onions 1kg,4,2025-02-14 15:40:00,35,4420
11205,GR002,Bread,4,2025-02-14 15:40:00,40,4420
11205,GR010,Yogurt 200g,8,2025-02-14 15:40:00,25,4420
11205,GR014,Tomatoes 1kg,3,2025-02-14 15:40:00,40,4420
11206,GR004,Basmati Rice 1kg,6,2025-07-03 01:22:00,120,3046
11206,GR005,Sugar 1kg,4,2025-07-03 01:22:00,50,3046
11206,GR006,Sunflower Oil 1L,8,2025-07-03 01:22:00,160,3046
11206,GR007,Tea Powder 500g,7,2025-07-03 01:22:00,140,3046
11207,GR002,Bread,7,2025-05-07 03:23:00,40,1702
11207,GR009,Butter 100g,2,2025-05-07 03:23:00,60,1702
11208,GR015,Salt 1kg,5,2025-03-01 21:04:00,20,1420
11208,GR001,Milk 1L,6,2025-03-01 21:04:00,60,1420
11208,GR004,Basmati Rice 1kg,8,2025-03-01 21:04:00,120,1420
11208,GR009,Butter 100g,2,2025-03-01 21:04:00,60,1420
11208,GR010,Yogurt 200g,2,2025-03-01 21:04:00,25,1420
11208,GR006,Sunflower Oil 1L,2,2025-03-01 21:04:00,160,1420
11209,GR012,Potatoes 1kg,5,2025-06-02 01:53:00,30,3618
11210,GR007,Tea Powder 500g,3,2025-03-03 21:49:00,140,4697
11211,GR006,Sunflower Oil 1L,2,2025-05-03 10:25:00,160,4944
11211,GR010,Yogurt 200g,3,2025-05-03 10:25:00,25,4944
11211,GR008,Wheat Flour 1kg,2,2025-05-03 10:25:00,55,4944
11211,GR004,Basmati Rice 1kg,4,2025-05-03 10:25:00,120,4944
11212,GR002,Bread,3,2025-04-12 09:31:00,40,4345
11212,GR003,Eggs Pack (12),5,2025-04-12 09:31:00,90,4345
11212,GR009,Butter 100g,2,2025-04-12 09:31:00,60,4345
11212,GR013,Onions 1kg,6,2025-04-12 09:31:00,35,4345
11212,GR014,Tomatoes 1kg,5,2025-04-12 09:31:00,40,4345
11213,GR015,Salt 1kg,6,2025-03-21 02:31:00,20,1544
11213,GR003,Eggs Pack (12),5,2025-03-21 02:31:00,90,1544
11214,GR013,Onions 1kg,6,2025-06-03 14:25:00,35,3264
11214,GR008,Wheat Flour 1kg,4,2025-06-03 14:25:00,55,3264
11215,GR013,Onions 1kg,7,2025-02-07 09:30:00,35,1091
11215,GR012,Potatoes 1kg,6,2025-02-07 09:30:00,30,1091
11215,GR005,Sugar 1kg,7,2025-02-07 09:30:00,50,1091
11215,GR003,Eggs Pack (12),3,2025-02-07 09:30:00,90,1091
11216,GR009,Butter 100g,7,2025-03-09 04:49:00,60,3831
11216,GR007,Tea Powder 500g,5,2025-03-09 04:49:00,140,3831
11216,GR003,Eggs Pack (12),3,2025-03-09 04:49:00,90,3831
11217,GR007,Tea Powder 500g,6,2025-03-11 09:50:00,140,4325
11217,GR008,Wheat Flour 1kg,7,2025-03-11 09:50:00,55,4325
11217,GR011,Bananas 1 dozen,7,2025-03-11 09:50:00,50,4325
11218,GR003,Eggs Pack (12),1,2025-05-23 14:01:00,90,4217
11218,GR013,Onions 1kg,3,2025-05-23 14:01:00,35,4217
11219,GR013,Onions 1kg,2,2025-06-28 23:52:00,35,2907
11219,GR007,Tea Powder 500g,7,2025-06-28 23:52:00,140,2907
11219,GR014,Tomatoes 1kg,5,2025-06-28 23:52:00,40,2907
11219,GR004,Basmati Rice 1kg,2,2025-06-28 23:52:00,120,2907
11219,GR001,Milk 1L,2,2025-06-28 23:52:00,60,2907
11219,GR015,Salt 1kg,3,2025-06-28 23:52:00,20,2907
11220,GR001,Milk 1L,4,2025-07-12 00:55:00,60,2758
11220,GR009,Butter 100g,8,2025-07-12 00:55:00,60,2758
11221,GR005,Sugar 1kg,3,2025-06-09 09:24:00,50,4217
11222,GR012,Potatoes 1kg,7,2025-05-18 03:49:00,30,4821
11222,GR009,Butter 100g,2,2025-05-18 03:49:00,60,4821
11222,GR006,Sunflower Oil 1L,3,2025-05-18 03:49:00,160,4821
11222,GR013,Onions 1kg,7,2025-05-18 03:49:00,35,4821
11223,GR011,Bananas 1 dozen,4,2025-05-06 01:43:00,50,3100
11223,GR007,Tea Powder 500g,6,2025-05-06 01:43:00,140,3100
11223,GR004,Basmati Rice 1kg,4,2025-05-06 01:43:00,120,3100
11223,GR012,Potatoes 1kg,5,2025-05-06 01:43:00,30,3100
11223,GR005,Sugar 1kg,8,2025-05-06 01:43:00,50,3100
11223,GR001,Milk 1L,1,2025-05-06 01:43:00,60,3100
11224,GR014,Tomatoes 1kg,1,2025-04-22 20:07:00,40,3341
11224,GR004,Basmati Rice 1kg,2,2025-04-22 20:07:00,120,3341
11224,GR006,Sunflower Oil 1L,4,2025-04-22 20:07:00,160,3341
11225,GR012,Potatoes 1kg,7,2025-02-06 12:05:00,30,2362
11225,GR010,Yogurt 200g,8,2025-02-06 12:05:00,25,2362
11225,GR005,Sugar 1kg,3,2025-02-06 12:05:00,50,2362
11226,GR008,Wheat Flour 1kg,4,2025-06-26 02:20:00,55,3009
11226,GR002,Bread,4,2025-06-26 02:20:00,40,3009
11226,GR011,Bananas 1 dozen,6,2025-06-26 02:20:00,50,3009
11226,GR015,Salt 1kg,6,2025-06-26 02:20:00,20,3009
11226,GR006,Sunflower Oil 1L,5,2025-06-26 02:20:00,160,3009
11227,GR014,Tomatoes 1kg,4,2025-04-28 02:03:00,40,3500
11228,GR013,Onions 1kg,8,2025-01-05 11:59:00,35,4520
11228,GR007,Tea Powder 500g,5,2025-01-05 11:59:00,140,4520
11228,GR002,Bread,8,2025-01-05 11:59:00,40,4520
11228,GR009,Butter 100g,3,2025-01-05 11:59:00,60,4520
11228,GR006,Sunflower Oil 1L,8,2025-01-05 11:59:00,160,4520
11228,GR008,Wheat Flour 1kg,7,2025-01-05 11:59:00,55,4520
11229,GR009,Butter 100g,7,2025-05-16 18:28:00,60,3440
11229,GR008,Wheat Flour 1kg,6,2025-05-16 18:28:00,55,3440
11230,GR001,Milk 1L,5,2025-04-10 13:05:00,60,4742
11230,GR006,Sunflower Oil 1L,6,2025-04-10 13:05:00,160,4742
11230,GR015,Salt 1kg,5,2025-04-10 13:05:00,20,4742
11230,GR010,Yogurt 200g,1,2025-04-10 13:05:00,25,4742
11231,GR014,Tomatoes 1kg,1,2025-04-17 10:26:00,40,2819
11231,GR011,Bananas 1 dozen,7,2025-04-17 10:26:00,50,2819
11231,GR010,Yogurt 200g,2,2025-04-17 10:26:00,25,2819
11232,GR013,Onions 1kg,5,2025-06-08 22:13:00,35,4407
11233,GR009,Butter 100g,3,2025-03-20 14:50:00,60,1900
11233,GR010,Yogurt 200g,6,2025-03-20 14:50:00,25,1900
11233,GR001,Milk 1L,4,2025-03-20 14:50:00,60,1900
11233,GR008,Wheat Flour 1kg,8,2025-03-20 14:50:00,55,1900
11234,GR005,Sugar 1kg,2,2025-03-04 03:05:00,50,4174
11235,GR006,Sunflower Oil 1L,5,2025-01-03 11:38:00,160,2207
11235,GR013,Onions 1kg,1,2025-01-03 11:38:00,35,2207
11236,GR001,Milk 1L,2,2025-01-11 07:51:00,60,3356
11236,GR004,Basmati Rice 1kg,4,2025-01-11 07:51:00,120,3356
11236,GR013,Onions 1kg,2,2025-01-11 07:51:00,35,3356
11236,GR003,Eggs Pack (12),1,2025-01-11 07:51:00,90,3356
11237,GR003,Eggs Pack (12),1,2025-05-08 02:44:00,90,1410
11238,GR008,Wheat Flour 1kg,7,2025-01-30 17:17:00,55,4952
11238,GR013,Onions 1kg,3,2025-01-30 17:17:00,35,4952
11238,GR015,Salt 1kg,8,2025-01-30 17:17:00,20,4952
11238,GR006,Sunflower Oil 1L,4,2025-01-30 17:17:00,160,4952
11238,GR012,Potatoes 1kg,4,2025-01-30 17:17:00,30,4952
11238,GR011,Bananas 1 dozen,3,2025-01-30 17:17:00,50,4952
11239,GR007,Tea Powder 500g,6,2025-01-17 03:23:00,140,1388
11239,GR003,Eggs Pack (12),4,2025-01-17 03:23:00,90,1388
11239,GR015,Salt 1kg,2,2025-01-17 03:23:00,20,1388
11239,GR002,Bread,4,2025-01-17 03:23:00,40,1388
11239,GR012,Potatoes 1kg,2,2025-01-17 03:23:00,30,1388
11239,GR005,Sugar 1kg,2,2025-01-17 03:23:00,50,1388
11240,GR013,Onions 1kg,3,2025-06-22 08:25:00,35,2376
11241,GR002,Bread,2,2025-01-20 04:37:00,40,4899
11241,GR006,Sunflower Oil 1L,8,2025-01-20 04:37:00,160,4899
11241,GR001,Milk 1L,8,2025-01-20 04:37:00,60,4899
11242,GR015,Salt 1kg,4,2025-01-27 05:36:00,20,2376
11242,GR010,Yogurt 200g,6,2025-01-27 05:36:00,25,2376
11243,GR004,Basmati Rice 1kg,6,2025-06-13 10:32:00,120,3043
11243,GR010,Yogurt 200g,3,2025-06-13 10:32:00,25,3043
11243,GR007,Tea Powder 500g,6,2025-06-13 10:32:00,140,3043
11243,GR015,Salt 1kg,5,2025-06-13 10:32:00,20,3043
11244,GR012,Potatoes 1kg,6,2025-03-26 03:20:00,30,3454
11244,GR010,Yogurt 200g,7,2025-03-26 03:20:00,25,3454
11244,GR007,Tea Powder 500g,8,2025-03-26 03:20:00,140,3454
11244,GR014,Tomatoes 1kg,2,2025-03-26 03:20:00,40,3454
11245,GR002,Bread,7,2025-03-05 15:39:00,40,1918
11245,GR007,Tea Powder 500g,3,2025-03-05 15:39:00,140,1918
11245,GR009,Butter 100g,8,2025-03-05 15:39:00,60,1918
11245,GR012,Potatoes 1kg,3,2025-03-05 15:39:00,30,1918
11246,GR008,Wheat Flour 1kg,4,2025-07-09 05:36:00,55,3283
11246,GR010,Yogurt 200g,4,2025-07-09 05:36:00,25,3283
11246,GR001,Milk 1L,6,2025-07-09 05:36:00,60,3283
11246,GR006,Sunflower Oil 1L,2,2025-07-09 05:36:00,160,3283
11247,GR008,Wheat Flour 1kg,8,2025-07-02 15:52:00,55,1420
11247,GR009,Butter 100g,7,2025-07-02 15:52:00,60,1420
11247,GR005,Sugar 1kg,6,2025-07-02 15:52:00,50,1420
11247,GR001,Milk 1L,4,2025-07-02 15:52:00,60,1420
11247,GR013,Onions 1kg,7,2025-07-02 15:52:00,35,1420
11247,GR006,Sunflower Oil 1L,2,2025-07-02 15:52:00,160,1420
11248,GR011,Bananas 1 dozen,3,2025-03-06 14:23:00,50,2854
11249,GR011,Bananas 1 dozen,6,2025-07-15 08:20:00,50,1995
11249,GR006,Sunflower Oil 1L,2,2025-07-15 08:20:00,160,1995
11249,GR003,Eggs Pack (12),6,2025-07-15 08:20:00,90,1995
11249,GR005,Sugar 1kg,7,2025-07-15 08:20:00,50,1995
11249,GR008,Wheat Flour 1kg,4,2025-07-15 08:20:00,55,1995
11250,GR005,Sugar 1kg,1,2025-03-25 13:45:00,50,3319
11250,GR002,Bread,2,2025-03-25 13:45:00,40,3319
11251,GR005,Sugar 1kg,3,2025-03-25 17:31:00,50,3274
11251,GR004,Basmati Rice 1kg,5,2025-03-25 17:31:00,120,3274
11252,GR003,Eggs Pack (12),4,2025-01-05 14:09:00,90,2078
11252,GR010,Yogurt 200g,3,2025-01-05 14:09:00,25,2078
11252,GR009,Butter 100g,2,2025-01-05 14:09:00,60,2078
11252,GR015,Salt 1kg,2,2025-01-05 14:09:00,20,2078
11253,GR010,Yogurt 200g,7,2025-07-08 09:48:00,25,1436
11254,GR002,Bread,3,2025-03-15 02:20:00,40,3332
11254,GR007,Tea Powder 500g,7,2025-03-15 02:20:00,140,3332
11254,GR008,Wheat Flour 1kg,5,2025-03-15 02:20:00,55,3332
11254,GR001,Milk 1L,4,2025-03-15 02:20:00,60,3332
11254,GR003,Eggs Pack (12),8,2025-03-15 02:20:00,90,3332
11255,GR003,Eggs Pack (12),1,2025-06-25 19:49:00,90,4680
11255,GR015,Salt 1kg,5,2025-06-25 19:49:00,20,4680
11255,GR001,Milk 1L,5,2025-06-25 19:49:00,60,4680
11255,GR011,Bananas 1 dozen,6,2025-06-25 19:49:00,50,4680
11256,GR003,Eggs Pack (12),7,2025-04-05 07:08:00,90,4340
11256,GR002,Bread,5,2025-04-05 07:08:00,40,4340
11257,GR013,Onions 1kg,2,2025-05-31 04:23:00,35,3315
11257,GR002,Bread,4,2025-05-31 04:23:00,40,3315
11257,GR011,Bananas 1 dozen,4,2025-05-31 04:23:00,50,3315
11257,GR015,Salt 1kg,3,2025-05-31 04:23:00,20,3315
11257,GR008,Wheat Flour 1kg,1,2025-05-31 04:23:00,55,3315
11257,GR012,Potatoes 1kg,6,2025-05-31 04:23:00,30,3315
11258,GR011,Bananas 1 dozen,3,2025-01-07 15:44:00,50,2221
11259,GR003,Eggs Pack (12),5,2025-04-27 17:00:00,90,4790
11259,GR002,Bread,2,2025-04-27 17:00:00,40,4790
11259,GR007,Tea Powder 500g,5,2025-04-27 17:00:00,140,4790
11259,GR001,Milk 1L,1,2025-04-27 17:00:00,60,4790
11259,GR004,Basmati Rice 1kg,8,2025-04-27 17:00:00,120,4790
11260,GR008,Wheat Flour 1kg,7,2025-01-26 18:18:00,55,3773
11260,GR001,Milk 1L,3,2025-01-26 18:18:00,60,3773
11260,GR002,Bread,6,2025-01-26 18:18:00,40,3773
11260,GR012,Potatoes 1kg,7,2025-01-26 18:18:00,30,3773
11260,GR015,Salt 1kg,8,2025-01-26 18:18:00,20,3773
11260,GR004,Basmati Rice 1kg,1,2025-01-26 18:18:00,120,3773
11261,GR009,Butter 100g,2,2025-01-14 07:20:00,60,2625
11261,GR012,Potatoes 1kg,1,2025-01-14 07:20:00,30,2625
11261,GR007,Tea Powder 500g,1,2025-01-14 07:20:00,140,2625
11261,GR006,Sunflower Oil 1L,7,2025-01-14 07:20:00,160,2625
11261,GR013,Onions 1kg,7,2025-01-14 07:20:00,35,2625
11261,GR011,Bananas 1 dozen,1,2025-01-14 07:20:00,50,2625
11262,GR004,Basmati Rice 1kg,4,2025-03-16 07:21:00,120,1747
11263,GR015,Salt 1kg,8,2025-04-14 01:29:00,20,4849
11263,GR005,Sugar 1kg,8,2025-04-14 01:29:00,50,4849
11263,GR002,Bread,2,2025-04-14 01:29:00,40,4849
11263,GR009,Butter 100g,5,2025-04-14 01:29:00,60,4849
11263,GR013,Onions 1kg,1,2025-04-14 01:29:00,35,4849
11263,GR011,Bananas 1 dozen,1,2025-04-14 01:29:00,50,4849
11264,GR007,Tea Powder 500g,2,2025-05-12 10:12:00,140,4629
